date,portcalls,import,export
2026-03-01,4,78558,37609
2026-03-02,5,214891,30004
2026-03-03,2,0,149927
2026-03-04,2,39869,57410
2026-03-05,4,21876,118082
2026-03-06,2,0,119267
2026-03-07,4,222958,103176
2026-03-08,2,0,146006
2026-03-09,1,20389,30004
2026-03-10,5,46081,134753
2026-03-11,2,428,0
2026-03-12,6,103752,220003
2026-03-13,3,39869,82214
2026-03-14,5,21271,94016
2026-03-15,3,92077,73171
2026-03-16,0,0,0
2026-03-17,6,64036,177533
2026-03-18,3,20389,106749
2026-03-19,0,0,0
2026-03-20,1,75379,0
2026-03-21,5,134382,89045
2026-03-22,2,9876,1045
2026-03-23,2,170191,0
2026-03-24,4,72244,60008
2026-03-25,4,21857,35885
2026-03-26,4,35802,6669
2026-03-27,2,20389,30004
2026-03-28,6,9034,283818
2026-03-29,2,19480,44351
2026-03-30,2,0,13110
2026-03-31,2,20389,90626
2026-04-01,1,690,0
2026-04-02,1,0,69682
2026-04-03,4,42265,140357
2026-04-04,3,0,238740
2026-04-05,2,20569,3919
2026-04-06,1,0,83890
2026-04-07,5,97192,26080
2026-04-08,3,40778,118371
2026-04-09,4,100812,33033
2026-04-10,4,78918,132752
2026-04-11,4,160853,87919
2026-04-12,3,20389,176316
2026-04-13,2,60465,30004
2026-04-14,3,13744,78730
2026-04-15,1,5303,14177
2026-04-16,3,10182,44223
2026-04-17,3,31251,113894
2026-04-18,3,150319,0
2026-04-19,4,177693,100371
2026-04-20,0,0,0
2026-04-21,2,25464,30004
2026-04-22,6,4004,263934
2026-04-23,4,137859,44182
2026-04-24,6,26008,267732
2026-04-25,4,124144,79573
2026-04-26,0,0,0
2026-04-27,16,215450,599634
2026-04-28,3,78802,92270
2026-04-29,5,97250,101954
2026-04-30,4,162615,138265
2026-05-01,5,50073,239590
2026-05-02,5,95346,170030
2026-05-03,3,79199,146745
2026-05-04,8,127930,183428
2026-05-05,6,140161,165394
2026-05-06,4,4245,103416
2026-05-07,8,110887,318415
2026-05-08,6,143099,205801
2026-05-09,5,71660,200254
2026-05-10,12,182383,450709
2026-05-11,2,506,69682
2026-05-12,5,121434,164330
2026-05-13,4,78614,145072
2026-05-14,7,76537,130767
2026-05-15,6,69084,214446
2026-05-16,6,129701,159618
2026-05-17,8,188496,199631
2026-05-18,6,152519,135770
2026-05-19,4,50059,87047
2026-05-20,7,127871,285383
2026-05-21,4,79187,206425
2026-05-22,2,5303,93766
2026-05-23,7,291975,92504
2026-05-24,6,19114,239494
2026-05-25,9,109183,225572
2026-05-26,6,136752,198770
2026-05-27,4,53552,37690
2026-05-28,7,195933,263642
2026-05-29,5,100623,108926
2026-05-30,6,28899,307603
2026-05-31,6,220468,30004
2026-06-01,5,0,283749
2026-06-02,2,0,104886
2026-06-03,5,230877,125346
2026-06-04,2,0,78042
2026-06-05,5,0,277807
2026-06-06,7,45951,113093
2026-06-07,10,98807,340503
2026-06-08,4,0,127272
2026-06-09,6,8536,287548
2026-06-10,9,89026,322582
2026-06-11,4,110756,87349
2026-06-12,10,217781,341089
2026-06-13,3,20389,62135
2026-06-14,3,146484,78869
2026-06-15,3,20389,175660
2026-06-16,7,310058,207506
2026-06-17,6,77717,337884
2026-06-18,2,0,139467
2026-06-19,8,188531,281026
2026-06-20,7,6792,294176
2026-06-21,3,79847,52693
2026-06-22,8,256491,60008
2026-06-23,3,19480,161943
2026-06-24,8,139595,213794
2026-06-25,5,126367,119441
2026-06-26,8,151598,249148
